Feature ID	Taxon
seq2974	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq2975	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq2976	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq2977	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Fictibacillus; gelatini
seq2978	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq2979	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; DEV007; none; none
seq2980	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq2981	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Fontibacillus; none
seq2982	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; none
seq2983	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; none
seq2984	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; none
seq2985	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq2986	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Vulgatibacteraceae; Vulgatibacter; none
seq2987	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq2988	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2989	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq2990	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq2991	Bacteria; Actinobacteria; Actinobacteria; Frankiales; none; none; none
seq2992	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2993	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq2994	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Microtrichaceae; IMCC26207; none
seq2995	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Vulgatibacteraceae; Vulgatibacter; none
seq2996	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq2997	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Cellvibrio; none
seq2998	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq2999	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Enteractinococcus; none
seq3000	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_2; none; none
seq3001	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq3002	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Terribacillus; none
seq3003	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq3004	Bacteria; Proteobacteria; Alphaproteobacteria; Parvibaculales; Parvibaculaceae; Parvibaculum; none
seq3005	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida; none
seq3006	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq3007	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3008	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3009	Bacteria; Actinobacteria; Nitriliruptoria; Euzebyales; Euzebyaceae; none; none
seq3010	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3011	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3012	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq3013	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3014	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga; none
seq3015	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq3016	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq3017	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3018	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq3019	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq3020	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq3021	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Haliangiaceae; Haliangium; none
seq3022	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq3023	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3024	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3025	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; triviale
seq3026	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq3027	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq3028	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Verticia; none
seq3029	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq3030	Eukaryota; none; none; none; none; none; none
seq3031	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3032	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq3033	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; Sandaracinus; none
seq3034	Bacteria; Bacteroidetes; Rhodothermia; Balneolales; Balneolaceae; none; none
seq3035	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq3036	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Porticoccaceae; C1-B045; none
seq3037	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Pelagibacterium; none
seq3038	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Brumimicrobium; none
seq3039	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq3040	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; none
seq3041	Bacteria; Actinobacteria; Acidimicrobiia; none; none; none; none
seq3042	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq3043	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3044	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3045	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3046	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq3047	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Pseudohongiellaceae; BIyi10; none
seq3048	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Trueperaceae; Truepera; none
seq3049	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq3050	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Chelatococcus; daeguensis
seq3051	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; none
seq3052	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq3053	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_7; none
seq3054	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3055	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq3056	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Ruaniaceae; Ruania; albidiflava
seq3057	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3058	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3059	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; avium
seq3060	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodovibrionales; Fodinicurvataceae; none; none
seq3061	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; ravenspurgense
seq3062	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; none; none
seq3063	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq3064	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq3065	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq3066	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; thermolactis
seq3067	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3068	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Nosocomiicoccus; none
seq3069	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq3070	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; none
seq3071	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3072	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Limnobacter; none
seq3073	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3074	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella; none
seq3075	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Aeromicrobium; none
seq3076	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinophytocola; none
seq3077	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Ammoniibacillus; agariperforans
seq3078	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3079	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq3080	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3081	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3082	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Myroides; none
seq3083	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Terrisporobacter; none
seq3084	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq3085	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq3086	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Frigoribacterium; none
seq3087	Eukaryota; none; none; none; none; none; none
seq3088	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3089	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq3090	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq3091	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3092	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq3093	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Ammoniibacillus; agariperforans
seq3094	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq3095	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3096	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3097	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq3098	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Sedimentibacter; none
seq3099	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq3100	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq3101	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq3102	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq3103	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq3104	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; none
seq3105	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; none; none
seq3106	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq3107	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq3108	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Aeromicrobium; none
seq3109	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq3110	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; contaminans
seq3111	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq3112	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3113	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq3114	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Terrisporobacter; none
seq3115	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq3116	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ornithinibacillus; none
seq3117	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales_Incertae_Sedis; Bauldia; none
seq3118	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq3119	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; gottheilii
seq3120	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces; vulgaris
seq3121	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq3122	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; AKYG1722; none; none
seq3123	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3124	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3125	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3126	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; formosensis
seq3127	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3128	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3129	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq3130	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3131	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Dermabacteraceae; Brachybacterium; none
seq3132	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Phaselicystidaceae; Phaselicystis; none
seq3133	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseomonas; none
seq3134	Bacteria; Actinobacteria; Actinobacteria; Catenulisporales; Actinospicaceae; Actinospica; none
seq3135	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq3136	Bacteria; Firmicutes; Bacilli; Bacillales; Sporolactobacillaceae; Tuberibacillus; calidus
seq3137	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_7; none
seq3138	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq3139	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq3140	Eukaryota; none; none; none; none; none; none
seq3141	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3142	Bacteria; Proteobacteria; Gammaproteobacteria; KF-JG30-C25; none; none; none
seq3143	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Shinella; none
seq3144	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3145	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; none; none
seq3146	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq3147	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Marmoricola; none
seq3148	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq3149	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq3150	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3151	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3152	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3153	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq3154	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Frankiaceae; Frankia; none
seq3155	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq3156	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Frankiaceae; Jatrophihabitans; none
seq3157	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Bogoriella; none
seq3158	Bacteria; Actinobacteria; Acidimicrobiia; Actinomarinales; none; none; none
seq3159	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq3160	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq3161	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq3162	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3163	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq3164	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Aneurinibacillus; thermoaerophilus
seq3165	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; riboflavina
seq3166	Eukaryota; none; none; none; none; none; none
seq3167	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq3168	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq3169	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3170	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq3171	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3172	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq3173	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq3174	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq3175	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq3176	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3177	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Pelagibacterium; none
seq3178	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq3179	Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); none; none
seq3180	Eukaryota; none; none; none; none; none; none
